"species","predicted_OGT","OGT"
"Amycolatopsis_keratiniphila",33.17147,28
"Amycolatopsis_mediterranei",34.612965,28
"Amycolatopsis_methanolica",37.427734,28
"Amycolatopsis_orientalis",32.93629,28
"Amycolatopsis_regifaucium",32.72157,28
"Anabaena_variabilis",36.09668,26
"Anaerobaculum_hydrogeniformans",57.16776,55
"Anaerobaculum_mobile",55.28083,55
"Anaerococcus_prevotii",31.820532,37
"Anaerococcus_hydrogenalis",32.003983,37
"Anaerococcus_lactolyticus",31.820532,37
"Anaerococcus_tetradius",32.99515,37
"Anaerococcus_vaginalis",32.256683,37
"Anaerofustis_stercorihominis",33.32097,37
"Anaerolinea_thermophila",54.07579,55
"Anaeromyxobacter_dehalogenans",48.860287,28.2
"Anaerostipes_caccae",31.740385,37
"Anaerotruncus_colihominis",35.636314,37
"Aneurinibacillus_aneurinilyticus",38.715515,30
"Anoxybacillus_amylolyticus",56.383713,60
"Aquamicrobium_defluvii",26.072956,30
"Aquifex_aeolicus",88.02277,95.5
"Aquitalea_magnusonii",26.214802,28
"Arcanobacterium_haemolyticum",29.213852,37
"Archangium_gephyra",38.91455,28.0952381
"Arcobacter_butzleri",28.424427,36.33333333
"Arcobacter_nitrofigilis",27.358051,25
"Arcobacter_thereius",27.835443,28
"Arenimonas_composti",30.126625,30
"Arenimonas_donghaensis",30.411398,28
"Arenimonas_malthae",30.691128,28
"Arenimonas_oryziterrae",29.478426,28
"Arthrobacter_alpinus",21.700111,20
"Arthrobacter_crystallopoietes",26.667072,30
"Arthrobacter_globiformis",24.589725,30
"Asaia_platycodi",27.312504,28
"Asanoa_ferruginea",25.824177,28
"Asticcacaulis_benevestitus",23.818218,20
"Asticcacaulis_excentricus",25.987364,30
"Atopobium_minutum",34.58268,37
"Atopobium_parvulum",34.121468,37
"Atopobium_rimae",36.834152,37
"Atopobium_vaginae",34.189384,37
"Aurantimonas_manganoxydans",26.347237,28
"Aureimonas_altamirensis",26.317251,28
"Aureimonas_ureilytica",26.060862,28
"Austwickia_chelonae",28.530176,37
"Avibacterium_paragallinarum",28.299492,37
"Azorhizobium_caulinodans",26.166014,30
"Azospirillum_brasilense",27.999447,30
"Azospirillum_lipoferum",28.54763,30
"Azospirillum_thiophilum",28.012632,28
"Azotobacter_chroococcum",28.864752,30
"Azotobacter_vinelandii",28.976028,30.41176471
"Bacillus_alcalophilus",30.341465,31.4
"Bacillus_altitudinis",27.551775,25
"Bacillus_amyloliquefaciens",27.843918,30
"Bacillus_anthracis",30.025316,33.5
"Bacillus_aryabhattai",29.322819,29
"Bacillus_atrophaeus",27.633028,29.33333333
"Bacillus_azotoformans",30.80265,30
"Bacillus_badius",29.658026,29.33333333
"Bacillus_bataviensis",31.438175,30
"Bacillus_beveridgei",30.697954,30
"Bacillus_boroniphilus",31.261229,30
"Bacillus_butanolivorans",28.299372,30
"Bacillus_cellulosilyticus",30.350676,30
"Bacillus_cereus",29.811989,29.6744186
"Bacillus_cibi",29.283064,30
"Bacillus_circulans",28.82374,29.6
"Bacillus_clausii",30.06707,32
"Bacillus_coagulans",34.14959,35.81818182
"Bacillus_endophyticus",29.742388,30
"Bacillus_flexus",29.212149,29.2
"Bacillus_galactosidilyticus",29.112226,30
"Bacillus_ginsengihumi",32.343414,29
"Bacillus_halodurans",31.865799,31.27272727
"Bacillus_hemicellulosilyticus",31.873558,30
"Bacillus_indicus",29.742388,30
"Bacillus_infantis",30.513933,30
"Bacillus_koreensis",29.149162,30
"Bacillus_lehensis",29.811989,30
"Bacillus_licheniformis",28.607084,31.48275862
"Bacillus_luciferensis",29.301186,30
"Bacillus_marisflavi",28.123922,30
"Bacillus_marmarensis",30.06707,30
"Bacillus_megaterium",29.482134,29.61538462
"Bacillus_methanolicus",39.52492,45
"Bacillus_muralis",28.140802,30
"Bacillus_murimartini",27.806412,28
"Bacillus_mycoides",29.576263,25
"Bacillus_nealsonii",28.802135,30
"Bacillus_oceanisediminis",27.796461,30
"Bacillus_okhensis",32.032448,35
"Bacillus_pseudofirmus",30.06767,31.33333333
"Bacillus_pseudomycoides",29.811989,30
"Bacillus_pumilus",27.842875,28.75757576
"Bacillus_selenatarsenatis",30.358603,40
"Bacillus_shackletonii",32.1326,30
"Bacillus_siamensis",27.842875,30
"Bacillus_simplex",28.277784,29.73913043
"Bacillus_smithii",48.450607,54.28571429
"Bacillus_sonorensis",28.225801,30
"Bacillus_subterraneus",32.758884,40
"Bacillus_subtilis",27.842875,29.96103896
"Bacillus_thermoamylovorans",37.361504,40
"Bacillus_thuringiensis",29.811989,30
"Bacillus_trypoxylicola",30.139055,30
"Bacillus_vallismortis",27.58869,30
"Bacillus_vietnamensis",27.842875,30
"Bacillus_vireti",30.3988,30
"Bacteroides_caccae",29.51162,37
"Bacteroides_cellulosilyticus",28.578465,37
"Bacteroides_clarus",29.781584,37
"Bacteroides_coprocola",28.758183,37
"Bacteroides_coprophilus",30.050455,37
"Bacteroides_coprosuis",26.332737,37
"Bacteroides_dorei",30.075691,37
"Bacteroides_eggerthii",29.319683,37
"Bacteroides_finegoldii",27.007912,37
"Bacteroides_fluxus",29.62508,37
"Bacteroides_fragilis",30.592266,37
"Bacteroides_graminisolvens",32.93125,35
"Bacteroides_helcogenes",27.832273,37
"Bacteroides_intestinalis",28.258245,37
"Bacteroides_oleiciplenus",28.463638,37
"Bacteroides_ovatus",28.738525,37
"Bacteroides_plebeius",30.118383,37
"Bacteroides_pyogenes",29.56424,37
"Bacteroides_salanitronis",29.752537,37
"Bacteroides_salyersiae",28.804272,37
"Bacteroides_thetaiotaomicron",30.188105,37
"Bifidobacterium_boum",31.041052,37
"Bacteroides_uniformis",27.976887,37
"Bacteroides_vulgatus",31.429369,37
"Bacteroides_xylanisolvens",30.08717,37
"Barnesiella_viscericola",27.475552,37
"Bartonella_alsatica",26.486126,37
"Bartonella_bacilliformis",25.780094,26
"Bartonella_birtlesii",25.824583,37
"Bartonella_bovis",26.057274,37
"Bartonella_henselae",26.65601,37
"Bartonella_koehlerae",25.509653,37
"Bartonella_quintana",26.645046,37
"Bartonella_rochalimae",26.067434,37
"Bdellovibrio_bacteriovorus",28.793976,28.75
"Beggiatoa_alba",30.418545,29.33333333
"Beijerinckia_indica",25.989578,30
"Belliella_baltica",23.335556,28
"Bellilinea_caldifistulae",54.22055,55
"Bergeyella_zoohelcum",26.241352,28
"Beutenbergia_cavernae",29.953176,28
"Bhargavaea_cecembensis",32.12948,30
"Bibersteinia_trehalosi",28.388308,37
"Bifidobacterium_actinocoloniiforme",28.812069,37
"Bifidobacterium_adolescentis",29.623701,37
"Bifidobacterium_angulatum",29.779081,37
"Bifidobacterium_animalis",29.578283,37
"Bifidobacterium_asteroides",29.752525,37
"Bifidobacterium_biavatii",29.039255,37
"Bifidobacterium_bifidum",30.065882,37
"Bifidobacterium_bohemicum",29.289816,37
"Bifidobacterium_bombi",29.402182,30
"Bifidobacterium_breve",29.636549,37
"Bifidobacterium_callitrichos",29.1749,37
"Bifidobacterium_catenulatum",30.223337,37
"Bifidobacterium_choerinum",28.895565,37
"Bifidobacterium_coryneforme",29.552586,37
"Bifidobacterium_cuniculi",29.737417,37
"Bifidobacterium_dentium",29.272099,37
"Bifidobacterium_gallicum",29.366745,37
"Bifidobacterium_gallinarum",27.969278,37
"Bifidobacterium_indicum",29.479303,37
"Bifidobacterium_kashiwanohense",29.242123,37
"Bifidobacterium_longum",29.8083,37
"Bifidobacterium_magnum",28.952446,37
"Bifidobacterium_merycicum",29.009424,37
"Bifidobacterium_minimum",29.498867,37
"Bifidobacterium_mongoliense",28.441721,37
"Bifidobacterium_pseudocatenulatum",29.623701,37
"Bifidobacterium_pseudolongum",28.669436,37
"Bifidobacterium_psychraerophilum",29.079409,37
"Bifidobacterium_pullorum",27.99338,37
"Bifidobacterium_reuteri",29.637619,37
"Bifidobacterium_ruminantium",29.623701,37
"Bifidobacterium_saeculare",27.99338,37
"Bifidobacterium_saguini",29.879183,37
"Bifidobacterium_scardovii",29.966412,37
"Bifidobacterium_stellenboschense",28.669436,37
"Bifidobacterium_stercoris",29.243353,37
"Bifidobacterium_subtile",29.000864,37
"Bifidobacterium_thermacidophilum",31.369392,37
"Bifidobacterium_thermophilum",31.302279,37
"Bifidobacterium_tsurumiense",30.379715,37
"Bilophila_wadsworthia",38.856,30
"Bizionia_argentinensis",19.732853,20
"Blastochloris_viridis",26.331942,26.25
"Blastococcus_saxobsidens",32.290485,28
"Blastopirellula_marina",32.380177,30
"Blautia_hansenii",32.288673,37
"Blautia_hydrogenotrophica",32.51722,37
"Bordetella_avium",27.323452,37
"Bordetella_petrii",27.053583,30
"Bordetella_bronchiseptica",27.323452,37
"Bordetella_hinzii",27.12225,37
"Bordetella_holmesii",26.892937,37
"Bordetella_parapertussis",27.188519,37
"Bordetella_pertussis",27.053583,37
"Bordetella_trematum",27.323452,37
"Borrelia_afzelii",27.534958,36
"Borrelia_burgdorferi",26.806555,35
"Borrelia_garinii",26.56008,37
"Borrelia_hermsii",28.517836,37
"Bosea_thiooxidans",27.908192,33.5
"Brachybacterium_faecium",32.184387,30
"Brachybacterium_muris",29.965582,28
"Brachybacterium_phenoliresistens",29.365328,28
"Brachyspira_murdochii",28.912716,37
"Bradyrhizobium_elkanii",26.704262,30
"Bradyrhizobium_japonicum",25.842203,26
"Bradyrhizobium_jicamae",26.61369,28
"Bradyrhizobium_liaoningense",25.94129,28
"Bradyrhizobium_pachyrhizi",26.331642,28
"Brevibacillus_agri",31.742832,32.5
"Brevibacillus_brevis",31.539675,32.5
"Brevibacillus_choshinensis",32.12127,30
"Brevibacillus_formosus",31.55993,30
"Brevibacillus_laterosporus",31.642447,30
"Brevibacillus_panacihumi",31.642447,30
"Brevibacillus_parabrevis",31.55993,30
"Brevibacillus_reuszeri",31.55993,30
"Brevibacterium_casei",31.618261,34.2
"Brevibacterium_linens",30.29334,30
"Brevundimonas_diminuta",27.45071,29
"Brevundimonas_naejangsanensis",26.312456,28
"Brevundimonas_nasdae",26.195934,30
"Brevundimonas_subvibrioides",25.893034,30
"Brochothrix_campestris",26.991312,26
"Brochothrix_thermosphacta",26.731544,30
"Brucella_suis",26.875002,37
"Bulleidia_extructa",32.607162,35
"Burkholderia_ambifaria",27.383898,29
"Burkholderia_anthina",27.409927,28
"Burkholderia_cenocepacia",27.435959,30
"Burkholderia_cepacia",27.383898,28.85714286
"Burkholderia_contaminans",27.409927,28
"Burkholderia_diffusa",27.409927,30
"Burkholderia_dolosa",27.353676,29.5
"Burkholderia_gladioli",27.17836,27.66666667
"Burkholderia_glumae",27.435959,28
"Burkholderia_lata",27.383898,30
"Burkholderia_latens",27.383898,30
"Burkholderia_metallica",27.383898,30
"Burkholderia_multivorans",27.353676,28
"Burkholderia_oklahomensis",27.61088,37
"Burkholderia_plantarii",27.430702,29.33333333
"Burkholderia_pseudomallei",28.084768,37
"Burkholderia_seminalis",27.383898,30
"Burkholderia_pyrrocinia",27.383898,28
"Burkholderia_stabilis",27.409927,30
"Burkholderia_thailandensis",27.383898,29
"Burkholderia_ubonensis",27.383898,30
"Burkholderia_vietnamiensis",27.435959,28
"Buttiauxella_agrestis",27.74828,29
"Buttiauxella_brennerae",26.770132,28
"Buttiauxella_ferragutiae",27.649834,28
"Buttiauxella_gaviniae",27.74828,28
"Buttiauxella_noackiae",27.36208,28
"Butyricicoccus_pullicaecorum",31.266058,37
"Butyrivibrio_crossotus",32.138287,37
"Butyrivibrio_proteoclasticus",32.703106,37
"Caldanaerobacter_subterraneus",65.474976,70
"Caldicellulosiruptor_bescii",67.14696,75
"Caldicellulosiruptor_hydrothermalis",67.11255,65
"Caldicellulosiruptor_kristjanssonii",67.3031,70
"Caldicellulosiruptor_kronotskyensis",67.11255,70
"Caldicellulosiruptor_lactoaceticus",67.3031,70
"Caldicellulosiruptor_owensensis",66.937004,70
"Caldicellulosiruptor_saccharolyticus",66.67958,67.5
"Caldilinea_aerophila",53.80426,55
"Caldisericum_exile",61.64564,65
"Calditerrivibrio_nitroreducens",54.154827,55
"Caldithrix_abyssi",57.195885,60
"Caloramator_australicus",57.465454,60
"Caloramator_mitchellensis",52.943016,50
"Caminibacter_mediatlanticus",49.065643,55
"Campylobacter_coli",28.966843,37
"Campylobacter_concisus",29.32362,37
"Campylobacter_curvus",28.793917,37
"Campylobacter_fetus",27.710796,37
"Campylobacter_gracilis",30.293446,37
"Campylobacter_hominis",27.098837,37
"Campylobacter_hyointestinalis",27.932974,37
"Campylobacter_insulaenigrae",30.622257,35
"Campylobacter_jejuni",29.13977,37.02631579
"Campylobacter_lari",29.755722,37
"Campylobacter_mucosalis",31.299442,37
"Campylobacter_rectus",29.903809,37
"Campylobacter_showae",29.410194,37
"Campylobacter_upsaliensis",29.49652,37
"Campylobacter_ureolyticus",28.193193,37
"Campylobacter_volucris",30.431393,37
"Capnocytophaga_canimorsus",24.06638,37
"Capnocytophaga_cynodegmi",22.42368,37
"Capnocytophaga_gingivalis",23.340445,37
"Capnocytophaga_haemolytica",23.450293,37
"Capnocytophaga_ochracea",23.244762,37
"Capnocytophaga_sputigena",22.527039,37
"Carboxydothermus_hydrogenoformans",65.70334,71.5
"Cardiobacterium_hominis",29.148071,37
"Cardiobacterium_valvarum",28.992773,37
"Carnobacterium_divergens",30.718573,30
"Carnobacterium_inhibens",31.012129,30
"Carnobacterium_maltaromaticum",29.768131,30
"Caryophanon_latum",30.143404,28.6
"Caryophanon_tenue",29.666069,30
"Castellaniella_defragrans",27.320265,30
"Catellicoccus_marimammalium",30.01162,37
"Catenibacterium_mitsuokai",31.128529,37
"Catenovulum_agarivorans",28.723986,28
"Catenulispora_acidiphila",31.738045,28
"Caulobacter_henricii",26.591959,30
"Caulobacter_segnis",27.12512,30
"Caulobacter_vibrioides",27.285454,29.5
"Cedecea_davisae",28.900803,30
"Cedecea_neteri",28.381243,37
"Cellulomonas_bogoriensis",30.258627,28
"Cellulomonas_fimi",30.947226,30
"Cellulomonas_flavigena",28.905134,30
"Cellulophaga_algicola",18.376902,15
"Cellulophaga_lytica",22.34761,25
"Cellulosimicrobium_cellulans",31.837542,28.42857143
"Cellulosimicrobium_funkei",31.837542,28
"Cellvibrio_japonicus",31.062649,37
"Cesiribacter_andamanensis",30.204027,35
"Cetobacterium_somerae",33.29348,37
"Chelatococcus_daeguensis",26.689194,37
"Chelatococcus_sambhunathii",26.636084,37
"Chelonobacter_oris",28.596994,37
"Chitinophaga_pinensis",23.788912,23.33333333
"Chlamydia_trachomatis",28.248396,37
"Chlamydophila_pneumoniae",28.675117,37
"Chlorobaculum_limnaeum",24.712162,25
"Chlorobaculum_parvum",25.287523,25
"Chlorobium_ferrooxidans",24.54852,25
"Chlorobium_limicola",24.613064,25
"Chlorobium_luteolum",25.413244,25
"Chlorobium_phaeovibrioides",25.166456,25
"Chlorobium_tepidum",24.809074,48
"Chloroflexus_aggregans",52.972176,55
"Chloroflexus_aurantiacus",51.657677,49.2
"Chondromyces_apiculatus",41.28823,29.33333333
"Chondromyces_crocatus",39.770103,30
"Chromobacterium_piscinae",26.100613,28
"Chromobacterium_violaceum",25.804195,26
"Chromohalobacter_salexigens",31.533558,33.5
"Chryseobacterium_antarcticum",11.766348,10
"Chryseobacterium_formosense",24.220446,28
"Chryseobacterium_gleum",25.822985,30
"Chryseobacterium_indologenes",26.001562,30
"Chryseobacterium_jeonii",11.48895,10
"Chryseobacterium_luteum",25.57592,28
"Chryseobacterium_oranimense",24.914968,28
"Chryseobacterium_piperi",26.549963,28
"Chryseobacterium_soli",25.992674,30
"Chryseobacterium_solincola",16.213528,28
"Chthonomonas_calidirosea",58.76517,60
"Citrobacter_amalonaticus",29.20903,30
"Citrobacter_braakii",28.997698,30
"Citrobacter_farmeri",28.383673,30
"Citrobacter_freundii",29.110445,33.8
"Citrobacter_koseri",28.723986,31.75
"Citrobacter_rodentium",28.064762,37
"Citrobacter_youngae",28.081524,30
"Clavibacter_michiganensis",26.579718,28.53333333
"Cloacibacillus_evryensis",46.18001,37
"Cloacibacterium_normanense",30.855698,35
"Clostridium_aceticum",39.67517,30
"Clostridium_acetobutylicum",33.77435,36
"Clostridium_autoethanogenum",33.32559,37
"Clostridium_baratii",33.367138,37
"Collimonas_arenae",25.900673,28
"Clostridium_butyricum",32.58415,33.5
"Clostridium_carboxidivorans",33.646915,35
"Clostridium_celatum",32.82938,37
"Clostridium_cellulovorans",32.68426,37
"Clostridium_cylindrosporum",34.53605,37
"Clostridium_homopropionicum",33.86998,35
"Clostridium_intestinale",32.744236,33.5
"Clostridium_kluyveri",33.41021,37
"Clostridium_ljungdahlii",33.32559,37
"Clostridium_magnum",32.989166,30
"Clostridium_novyi",33.484,37
"Clostridium_paraputrificum",33.170002,37
"Clostridium_pasteurianum",33.141884,35.25
"Clostridium_perfringens",33.42463,37
"Clostridium_ragsdalei",33.25109,35
"Clostridium_saccharobutylicum",33.75176,35
"Clostridium_saccharoperbutylacetonicum",33.141884,32.5
"Clostridium_sartagoforme",32.79636,37
"Clostridium_scatologenes",33.844666,37
"Clostridium_sporogenes",33.989685,37
"Clostridium_sulfidigenes",33.68711,35
"Clostridium_tepidiprofundi",49.84841,50
"Clostridium_tetani",34.38003,37
"Clostridium_tetanomorphum",34.17105,37
"Clostridium_tyrobutyricum",32.820084,37
"Collimonas_fungivorans",25.900673,28
"Collimonas_pratensis",26.348293,28
"Collinsella_aerofaciens",34.18362,37
"Collinsella_intestinalis",35.06774,37
"Collinsella_stercoris",34.68505,37
"Collinsella_tanakaei",34.103386,37
"Colwellia_psychrerythraea",29.011646,7.2
"Comamonas_aquatica",27.694017,30
"Comamonas_testosteroni",27.656425,29.86666667
"Comamonas_thiooxydans",28.063477,30
"Conexibacter_woesei",36.60805,28
"Congregibacter_litoralis",28.099564,28
"Coprothermobacter_proteolyticus",59.41058,60
"Coraliomargarita_akajimensis",25.155039,25
"Corallococcus_coralloides",36.23546,28.00769231
"Coriobacterium_glomerans",42.5946,30
"Corynebacterium_accolens",29.695488,37
"Corynebacterium_afermentans",30.642511,37
"Corynebacterium_ammoniagenes",30.046072,30
"Corynebacterium_amycolatum",33.252632,35.83333333
"Corynebacterium_argentoratense",30.497835,28
"Corynebacterium_atypicum",30.720434,37
"Corynebacterium_aurimucosum",30.935093,37
"Corynebacterium_callunae",30.717148,30
"Corynebacterium_camporealensis",30.518927,37
"Corynebacterium_casei",29.593214,30
"Corynebacterium_deserti",31.14739,37
"Corynebacterium_diphtheriae",32.21737,35.2
"Corynebacterium_imitans",29.585892,37
"Corynebacterium_doosanense",30.300222,28
"Corynebacterium_efficiens",30.119362,37
"Corynebacterium_falsenii",30.69157,37
"Corynebacterium_freneyi",32.33046,37
"Corynebacterium_genitalium",30.80037,37
"Corynebacterium_glucuronolyticum",29.985628,37
"Corynebacterium_glutamicum",30.388153,30.85714286
"Corynebacterium_halotolerans",29.421328,37
"Corynebacterium_humireducens",30.448046,28
"Corynebacterium_jeikeium",30.29573,37
"Corynebacterium_kroppenstedtii",31.55115,37
"Corynebacterium_kutscheri",31.736683,37
"Corynebacterium_lipophiloflavum",29.69505,37
"Corynebacterium_marinum",30.2174,28
"Corynebacterium_maris",26.958529,25
"Corynebacterium_matruchotii",30.09369,37
"Corynebacterium_minutissimum",30.455826,37
"Corynebacterium_mustelae",30.034504,37
"Corynebacterium_pseudodiphtheriticum",30.711237,37
"Corynebacterium_pseudotuberculosis",30.41079,37
"Corynebacterium_pyruviciproducens",30.346037,37
"Corynebacterium_resistens",29.886465,37
"Corynebacterium_riegelii",28.990267,37
"Corynebacterium_simulans",30.863342,37
"Corynebacterium_singulare",30.463606,37
"Corynebacterium_stationis",30.117874,30
"Corynebacterium_striatum",30.448046,37
"Corynebacterium_terpenotabidum",30.77622,37
"Corynebacterium_testudinoris",29.22569,37
"Corynebacterium_tuberculostearicum",30.941778,37
"Corynebacterium_tuscaniense",31.621664,37
"Corynebacterium_ulcerans",30.119362,37
"Corynebacterium_urealyticum",29.985928,37
"Devosia_geojensis",24.910908,30
"Corynebacterium_ureicelerivorans",29.837147,37
"Corynebacterium_variabile",30.842482,28
"Corynebacterium_vitaeruminis",29.631496,30
"Corynebacterium_xerosis",31.818844,34.33333333
"Cronobacter_dublinensis",29.600601,37
"Cronobacter_malonaticus",29.600601,37
"Cronobacter_muytjensii",29.944687,28
"Cronobacter_sakazakii",29.600601,30
"Cronobacter_turicensis",29.600601,37
"Cryobacterium_arcticum",21.057331,20
"Cryobacterium_roopkundense",20.27419,15
"Cryptobacterium_curtum",34.341763,37
"Cryptosporangium_arvum",35.30127,28
"Cupriavidus_basilensis",27.351912,28.66666667
"Cupriavidus_gilardii",27.826672,37
"Cupriavidus_metallidurans",27.72762,30
"Cupriavidus_necator",27.826672,29.45
"Cupriavidus_taiwanensis",27.780024,28
"Curtobacterium_citreum",27.344337,30
"Curtobacterium_flaccumfaciens",26.669847,29.33333333
"Curtobacterium_luteum",27.258732,29
"Cyclobacterium_marinum",21.920324,22
